job_id,job_title,company_name,location,job_description,experience_required,salary,detected_keywords,is_suspicious,suspicion_score,data_source,scraped_at,posted_date
f403fac5d4f033418b3123c164735291,Trainee - Operations - Fresher,Tnqtech,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:09.451019,2025-11-02
7c41ef5ab7899acdbf03a8c438ae5173,Apprenticeship (Fresh Trainee Engineers),Metallizing Equipment,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:09.672021,2025-11-02
d3f34fa4c19572610e9873ab0f9c4eef,UI / UX Trainee,Uffizio India Software Consultants,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:09.857086,2025-11-02
0ceca587d0820b7e0c50949e5d31a7aa,Marketing / Business Trainee Internship Freshers Apply Now! | Direct,Stars Management,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:10.063777,2025-11-02
ca344902e4df6db7c5ba7ca12c11c2ef,Graduate Engineer Trainee - Instrumentation & Controls / Electrical,Xylem Water Solutions,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:10.298800,2025-11-02
20cb98f626914f650bc55e5f1a969252,Graduate Engineer Trainee-Test & Validation,Valeo,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:10.494889,2025-11-02
0f373595eda9afc355eaca29c65f8579,PCB Designer Trainee / Intern,Elementz Engineers Guild,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:10.696724,2025-11-02
b34b398a756be2c09aaba3cb900c4eb7,Intern/Trainee,Digiboxx Technologies And Digital India,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:10.874763,2025-11-02
fdfe458dbce20ffc538cc318659a149c,Graduate Engineer Trainee (GET) - Inside Sales,Pima Controls,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:11.074857,2025-11-02
4951ea4bd7824ff39034040037cc7cf6,Graduate Engineer Trainee,Conceptia,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:11.269028,2025-11-02
b438b20f2ff5eb1bc201d76fe392fc4b,Trainee - Language Editing - Fresher,Tnqtech,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:11.460325,2025-11-02
90674aeced943d4126eb9576a484a803,Graduate Engineer Trainee (GET) - Automation Field Sales,Pima Controls,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:11.634934,2025-11-02
17fd94c59ebc257416a33839b60c9cc1,Graduate Engineer Trainee - Production,Drink Prime,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:11.808115,2025-11-02
d48a74bf64e4a60aa2d3251dd0efed7c,Graduate Trainee Engineer,Nandan Gse,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:11.998386,2025-11-02
6d4f625d7868a2e466ad969ef9eaf080,Graduate Engineer Trainee (Avionics),Loyal Wingman Technologies,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:12.179815,2025-11-02
2b9b9d82bff4eb7afbe3b5d1576b7d2a,Graduate Engineer Trainee Electrical and Electronics,Loyal Wingman Technologies,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:12.364353,2025-11-02
3f5b40242a563a8dd8fe8b5664f37018,Copy Trainee,Digital Solution Tech,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:12.543853,2025-11-02
b00ad1120ac35a02e89801e690b9dfd1,Trainee,Vyonics Healthcare,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:12.816385,2025-11-02
94b843e4c251d6857798b76411085c44,Brand Solutions Trainee,Brand Fanatics,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:13.011463,2025-11-02
92b5fc604a07b7f5029693dae4b19517,Trainee - BTL Team,Sids Farm,India,No description available,Not specified,Not disclosed,[],False,0,naukri_scraped,2025-11-02T16:59:13.191166,2025-11-02
